digest,producer,creator,producer_folder,class,pre_path,post_path
"7AOKCH7TMDCIAHWMUUSKUZBGPH3T5P5N","Acrobat Distiller 7.0 (Windows)","Acrobat PDFMaker 7.0 for Word","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/7AOKCH7TMDCIAHWMUUSKUZBGPH3T5P5N_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/7AOKCH7TMDCIAHWMUUSKUZBGPH3T5P5N_post.pdf"
"UOACIWTADOMG5C2EIMOJ5VQGHCQCBIIR","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/UOACIWTADOMG5C2EIMOJ5VQGHCQCBIIR_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/UOACIWTADOMG5C2EIMOJ5VQGHCQCBIIR_post.pdf"
"47HBHTDSTAKCJIYQ22345FHWVNVJMXJL","Acrobat PDFWriter 3.02 for Windows NT","-","Acrobat PDFWriter 3.02 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.02 for Windows NT/47HBHTDSTAKCJIYQ22345FHWVNVJMXJL_pre.pdf","output/by_producer/Acrobat PDFWriter 3.02 for Windows NT/47HBHTDSTAKCJIYQ22345FHWVNVJMXJL_post.pdf"
"ZYUTCEHUM7TZDJS75XRY72MWSWNR2QPF","Acrobat PDFWriter 5.0 for Windows NT","Microsoft PowerPoint - [P3935.ppt]","Acrobat PDFWriter 5.0 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/ZYUTCEHUM7TZDJS75XRY72MWSWNR2QPF_pre.pdf","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/ZYUTCEHUM7TZDJS75XRY72MWSWNR2QPF_post.pdf"
"KJJGH37ZCWZ4JWRQ46LKRMLAD7AZZUQX","Acrobat Distiller 11.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 11.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 11.0 (Windows)/KJJGH37ZCWZ4JWRQ46LKRMLAD7AZZUQX_pre.pdf","output/by_producer/Acrobat Distiller 11.0 (Windows)/KJJGH37ZCWZ4JWRQ46LKRMLAD7AZZUQX_post.pdf"
"F4W34PLIHPDTMPAVT42EVI6EOISWUJ2C","Acrobat Distiller 8.0.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 8.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/F4W34PLIHPDTMPAVT42EVI6EOISWUJ2C_pre.pdf","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/F4W34PLIHPDTMPAVT42EVI6EOISWUJ2C_post.pdf"
"AEJC2MUHWWSV5JKM6Q34CUY7QK4LVHP7","GPL Ghostscript 8.70","ROOT Version 5.34/14","GPL Ghostscript 8.70","Ghostscript","output/by_producer/GPL Ghostscript 8.70/AEJC2MUHWWSV5JKM6Q34CUY7QK4LVHP7_pre.pdf","output/by_producer/GPL Ghostscript 8.70/AEJC2MUHWWSV5JKM6Q34CUY7QK4LVHP7_post.pdf"
"3EG2SKQ4OJ5RGGAPXC4LPRAYJJJNH2XO","Adobe Acrobat Pro 11.0.0","Adobe Acrobat Pro 11.0.0","Adobe Acrobat Pro 11.0.0","Unknown","output/by_producer/Adobe Acrobat Pro 11.0.0/3EG2SKQ4OJ5RGGAPXC4LPRAYJJJNH2XO_pre.pdf","output/by_producer/Adobe Acrobat Pro 11.0.0/3EG2SKQ4OJ5RGGAPXC4LPRAYJJJNH2XO_post.pdf"
"VC5EUPXAEEJEGF7MR4MD4FP7EYAQBMFK","Acrobat Distiller 7.0.5 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/VC5EUPXAEEJEGF7MR4MD4FP7EYAQBMFK_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/VC5EUPXAEEJEGF7MR4MD4FP7EYAQBMFK_post.pdf"
"LLMXYLFSHQA3ZZUSNU4HCBJQ24N7LH6U","Acrobat Distiller 4.0 for Windows","ACOMP.exe WinVer 1c14 Aug 18 2005","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/LLMXYLFSHQA3ZZUSNU4HCBJQ24N7LH6U_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/LLMXYLFSHQA3ZZUSNU4HCBJQ24N7LH6U_post.pdf"
"3IFL3YAHHYK5PMUEVWZZ2PHZ7TYPPTET","Acrobat Distiller 5.0.5 (Windows)","ACOMP.exe WinVer 1c15 Aug 31 2005","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/3IFL3YAHHYK5PMUEVWZZ2PHZ7TYPPTET_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/3IFL3YAHHYK5PMUEVWZZ2PHZ7TYPPTET_post.pdf"
"KVHILAJFL5JLBNQSY47V3U5QMWNYXI43","Acrobat Distiller 5.0 (Windows)","ACOMP.exe WinVer 1c15 Aug 31 2005","Acrobat Distiller 5.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0 (Windows)/KVHILAJFL5JLBNQSY47V3U5QMWNYXI43_pre.pdf","output/by_producer/Acrobat Distiller 5.0 (Windows)/KVHILAJFL5JLBNQSY47V3U5QMWNYXI43_post.pdf"
"O6K6RC2TPUGKD4NJLXH6KUVRELRT5PWG","PrettyPDF by JoomlAtWork.com","-","PrettyPDF by JoomlAtWork.com","Unknown","output/by_producer/PrettyPDF by JoomlAtWork.com/O6K6RC2TPUGKD4NJLXH6KUVRELRT5PWG_pre.pdf","output/by_producer/PrettyPDF by JoomlAtWork.com/O6K6RC2TPUGKD4NJLXH6KUVRELRT5PWG_post.pdf"
"JPJTTR2LAET64POSYUE4D3TMSHZ7QW67","Acrobat PDFWriter 5.0 for Windows NT","Foreign Nationals.web.doc - Microsoft Word","Acrobat PDFWriter 5.0 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/JPJTTR2LAET64POSYUE4D3TMSHZ7QW67_pre.pdf","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/JPJTTR2LAET64POSYUE4D3TMSHZ7QW67_post.pdf"
"YTZFSDRLFKSKIT5B6YTESDKRXLM2ZBWZ","Acrobat Distiller 3.01 for Windows","ACOMP.exe V010 11-MAY-2000","Acrobat Distiller 3.01 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 3.01 for Windows/YTZFSDRLFKSKIT5B6YTESDKRXLM2ZBWZ_pre.pdf","output/by_producer/Acrobat Distiller 3.01 for Windows/YTZFSDRLFKSKIT5B6YTESDKRXLM2ZBWZ_post.pdf"
"OW26QBLLEQRZH5PWHLAQGVI427SWTZUM","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/OW26QBLLEQRZH5PWHLAQGVI427SWTZUM_pre.pdf","output/by_producer/Unknown producer/OW26QBLLEQRZH5PWHLAQGVI427SWTZUM_post.pdf"
"TQSAKC5ZXKO27EPBJ7HLTN2K3CW5L4MR","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/TQSAKC5ZXKO27EPBJ7HLTN2K3CW5L4MR_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/TQSAKC5ZXKO27EPBJ7HLTN2K3CW5L4MR_post.pdf"
"ZBBJMP3UTNWVC7OUQZMQW3TDIOEAVTVS","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ZBBJMP3UTNWVC7OUQZMQW3TDIOEAVTVS_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ZBBJMP3UTNWVC7OUQZMQW3TDIOEAVTVS_post.pdf"
"P4FT3X7LU5QLFKV5FV4G6OTMOTKXTVO3","htmldoc 1.8.8 Copyright 1997-2000 Easy Software Products, All Rights Reserved.","-","htmldoc 1.8.8 Copyright 1997-2000 Easy Software Products, All Rights Reserved.","Unknown","output/by_producer/htmldoc 1.8.8 Copyright 1997-2000 Easy Software Products, All Rights Reserved./P4FT3X7LU5QLFKV5FV4G6OTMOTKXTVO3_pre.pdf","output/by_producer/htmldoc 1.8.8 Copyright 1997-2000 Easy Software Products, All Rights Reserved./P4FT3X7LU5QLFKV5FV4G6OTMOTKXTVO3_post.pdf"
"V5BPYCHUXYL6NY7HNB7SZHSWT7J7W6GC","Acrobat Distiller 5.0 (Windows)","Acrobat PDFMaker 5.0 for Word","Acrobat Distiller 5.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0 (Windows)/V5BPYCHUXYL6NY7HNB7SZHSWT7J7W6GC_pre.pdf","output/by_producer/Acrobat Distiller 5.0 (Windows)/V5BPYCHUXYL6NY7HNB7SZHSWT7J7W6GC_post.pdf"
"U36BZP574S3IQ7SGZYCFBDLL7ZYAAG6I","QuarkXPress(tm) 6.5","QuarkXPress(tm) 6.5","QuarkXPress(tm) 6.5","Unknown","output/by_producer/QuarkXPress(tm) 6.5/U36BZP574S3IQ7SGZYCFBDLL7ZYAAG6I_pre.pdf","output/by_producer/QuarkXPress(tm) 6.5/U36BZP574S3IQ7SGZYCFBDLL7ZYAAG6I_post.pdf"
"EE7766LOROEVENPPH5YSSIV3Q63HP5TN","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/EE7766LOROEVENPPH5YSSIV3Q63HP5TN_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/EE7766LOROEVENPPH5YSSIV3Q63HP5TN_post.pdf"
"SPSFGPN6ASQKEKHHC33ELAD2CBFEPKXM","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/SPSFGPN6ASQKEKHHC33ELAD2CBFEPKXM_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/SPSFGPN6ASQKEKHHC33ELAD2CBFEPKXM_post.pdf"
"DQSGXNBZHHZWC6653JA34RT56TTUZ6W5","Acrobat Distiller 7.0.5 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/DQSGXNBZHHZWC6653JA34RT56TTUZ6W5_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/DQSGXNBZHHZWC6653JA34RT56TTUZ6W5_post.pdf"
"KWL6TCYCODD5ODQXOPLOAX46TIM557CL","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/KWL6TCYCODD5ODQXOPLOAX46TIM557CL_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/KWL6TCYCODD5ODQXOPLOAX46TIM557CL_post.pdf"
"7RVVK7WHY6HBTX3RU6AVLEEPLNLNQQDZ","Acrobat PDFWriter 3.02 for Windows","-","Acrobat PDFWriter 3.02 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.02 for Windows/7RVVK7WHY6HBTX3RU6AVLEEPLNLNQQDZ_pre.pdf","output/by_producer/Acrobat PDFWriter 3.02 for Windows/7RVVK7WHY6HBTX3RU6AVLEEPLNLNQQDZ_post.pdf"
"22ZOCVPAF2GSGXR357RM7UT4Z22RS2LH","Acrobat Distiller 5.0 (Windows)","Acrobat PDFMaker 5.0 for Excel","Acrobat Distiller 5.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0 (Windows)/22ZOCVPAF2GSGXR357RM7UT4Z22RS2LH_pre.pdf","output/by_producer/Acrobat Distiller 5.0 (Windows)/22ZOCVPAF2GSGXR357RM7UT4Z22RS2LH_post.pdf"
"SQZPZ43CVWYDLJLFW4PW6MK5DXPWKUKL","TCPDF 6.0.064 (http://www.tcpdf.org)","District of Utah","TCPDF 6.0.064 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 6.0.064 (http___www.tcpdf.org)/SQZPZ43CVWYDLJLFW4PW6MK5DXPWKUKL_pre.pdf","output/by_producer/TCPDF 6.0.064 (http___www.tcpdf.org)/SQZPZ43CVWYDLJLFW4PW6MK5DXPWKUKL_post.pdf"
"6C5QST2YJX7GA4BOHPZK66SWOSEATYGO","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/6C5QST2YJX7GA4BOHPZK66SWOSEATYGO_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/6C5QST2YJX7GA4BOHPZK66SWOSEATYGO_post.pdf"
"H75CHMEGQV5GB7Y4YQS4OYSBCPHUFFBY","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/H75CHMEGQV5GB7Y4YQS4OYSBCPHUFFBY_pre.pdf","output/by_producer/Unknown producer/H75CHMEGQV5GB7Y4YQS4OYSBCPHUFFBY_post.pdf"
"XMW6SGXOJREQ4QRTL4QUIV76ZB4733MN","Acrobat Distiller 9.5.0 (Windows)","FrameMaker 9.0","Acrobat Distiller 9.5.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.5.0 (Windows)/XMW6SGXOJREQ4QRTL4QUIV76ZB4733MN_pre.pdf","output/by_producer/Acrobat Distiller 9.5.0 (Windows)/XMW6SGXOJREQ4QRTL4QUIV76ZB4733MN_post.pdf"
"VLF7KA6JL4JZHRZRBIXSQUKFDMTF5R6Y","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/VLF7KA6JL4JZHRZRBIXSQUKFDMTF5R6Y_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/VLF7KA6JL4JZHRZRBIXSQUKFDMTF5R6Y_post.pdf"
"XE4PKDJKVYU47OEWXRLEWILHJHQQZURY","CPY Document Producer","CPY Document Creator","CPY Document Producer","Unknown","output/by_producer/CPY Document Producer/XE4PKDJKVYU47OEWXRLEWILHJHQQZURY_pre.pdf","output/by_producer/CPY Document Producer/XE4PKDJKVYU47OEWXRLEWILHJHQQZURY_post.pdf"
"47MF5MPMCKI6IZUM67ZZF3JWE2D42DLM","pdfFactory v1.57 (Windows XP)","pdfFactory http://www.pdffactory.com","pdfFactory v1.57 (Windows XP)","Unknown","output/by_producer/pdfFactory v1.57 (Windows XP)/47MF5MPMCKI6IZUM67ZZF3JWE2D42DLM_pre.pdf","output/by_producer/pdfFactory v1.57 (Windows XP)/47MF5MPMCKI6IZUM67ZZF3JWE2D42DLM_post.pdf"
"5DRAZXKISWU5KHFNDUABKC7KUKS6IXDK","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/5DRAZXKISWU5KHFNDUABKC7KUKS6IXDK_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/5DRAZXKISWU5KHFNDUABKC7KUKS6IXDK_post.pdf"
"KUHZYBRS6BEYSNUBQ3WGCKIFFDWLBVLM","Acrobat Distiller 8.3.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 8.3.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.3.0 (Windows)/KUHZYBRS6BEYSNUBQ3WGCKIFFDWLBVLM_pre.pdf","output/by_producer/Acrobat Distiller 8.3.0 (Windows)/KUHZYBRS6BEYSNUBQ3WGCKIFFDWLBVLM_post.pdf"
"EI4NKIFHUUATUUEER4SDXP6EZNJK7GQH","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/EI4NKIFHUUATUUEER4SDXP6EZNJK7GQH_pre.pdf","output/by_producer/Unknown producer/EI4NKIFHUUATUUEER4SDXP6EZNJK7GQH_post.pdf"
"HMYPEMBWIZMDVVYG6NEUNDFWGI2QTKYK","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/HMYPEMBWIZMDVVYG6NEUNDFWGI2QTKYK_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/HMYPEMBWIZMDVVYG6NEUNDFWGI2QTKYK_post.pdf"
"7N6KRBZIEFV4F5QLLW3GBF6LKNNWSWVB","Corel PDF Engine Version 11.2.0.499","Print Server 120","Corel PDF Engine Version 11.2.0.499","Corel_PDF_Engine","output/by_producer/Corel PDF Engine Version 11.2.0.499/7N6KRBZIEFV4F5QLLW3GBF6LKNNWSWVB_pre.pdf","output/by_producer/Corel PDF Engine Version 11.2.0.499/7N6KRBZIEFV4F5QLLW3GBF6LKNNWSWVB_post.pdf"
"BYKJN2BUL5GMFA37AT54WTXVMPB5CXQL","Acrobat Distiller 4.0 for Windows","-","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/BYKJN2BUL5GMFA37AT54WTXVMPB5CXQL_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/BYKJN2BUL5GMFA37AT54WTXVMPB5CXQL_post.pdf"
"QAPP7VH3R3TX4TUR6WSDP6HW52K2LPAK","Acrobat Distiller 4.0 for Windows","ACOMP.exe WinVer 1c15 Aug 31 2005","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/QAPP7VH3R3TX4TUR6WSDP6HW52K2LPAK_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/QAPP7VH3R3TX4TUR6WSDP6HW52K2LPAK_post.pdf"
"ZKGOIITRHIYI24D2FHP5NHRNQAWT6IQM","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/ZKGOIITRHIYI24D2FHP5NHRNQAWT6IQM_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/ZKGOIITRHIYI24D2FHP5NHRNQAWT6IQM_post.pdf"
"TLEMGWPUDGVX354P7HMCSBPERXLZWHHD","Acrobat Distiller 7.0.5 (Windows)","Adobe Acrobat 7.0","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/TLEMGWPUDGVX354P7HMCSBPERXLZWHHD_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/TLEMGWPUDGVX354P7HMCSBPERXLZWHHD_post.pdf"
"INE663VOPVFVXLNIIAX5ZESMKE2X34Z3","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/INE663VOPVFVXLNIIAX5ZESMKE2X34Z3_pre.pdf","output/by_producer/Microsoft® Office Word 2007/INE663VOPVFVXLNIIAX5ZESMKE2X34Z3_post.pdf"
"MH3FFNRFQM4LT55ID7VX657NKPCRUB67","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/MH3FFNRFQM4LT55ID7VX657NKPCRUB67_pre.pdf","output/by_producer/Unknown producer/MH3FFNRFQM4LT55ID7VX657NKPCRUB67_post.pdf"
"HPXULDFI3DAZ3V2NZOHYUGUY5SLS4AHU","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/HPXULDFI3DAZ3V2NZOHYUGUY5SLS4AHU_pre.pdf","output/by_producer/Unknown producer/HPXULDFI3DAZ3V2NZOHYUGUY5SLS4AHU_post.pdf"
"IO77HAUREG5W6P2DKSLD5HBNNDJU5SQI","AFPL Ghostscript 8.53","PDFCreator Version 0.9.1","AFPL Ghostscript 8.53","Ghostscript","output/by_producer/AFPL Ghostscript 8.53/IO77HAUREG5W6P2DKSLD5HBNNDJU5SQI_pre.pdf","output/by_producer/AFPL Ghostscript 8.53/IO77HAUREG5W6P2DKSLD5HBNNDJU5SQI_post.pdf"
"HHG5MLUR5GQ5MO622QRT7XNQRXCML7YP","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/HHG5MLUR5GQ5MO622QRT7XNQRXCML7YP_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/HHG5MLUR5GQ5MO622QRT7XNQRXCML7YP_post.pdf"
"FGZMCFJCVNCWGNVLKUGB27JTHYPUFTIA","Acrobat Distiller 7.0.5 (Windows)","Acrobat PDFMaker 7.0.7 for Excel","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/FGZMCFJCVNCWGNVLKUGB27JTHYPUFTIA_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/FGZMCFJCVNCWGNVLKUGB27JTHYPUFTIA_post.pdf"
"OB54TYALNJNUFASVPJ6FQ4ZJGVQ2FJMM","Acrobat PDFMaker 15 for Word","Word","Acrobat PDFMaker 15 for Word","Unknown","output/by_producer/Acrobat PDFMaker 15 for Word/OB54TYALNJNUFASVPJ6FQ4ZJGVQ2FJMM_pre.pdf","output/by_producer/Acrobat PDFMaker 15 for Word/OB54TYALNJNUFASVPJ6FQ4ZJGVQ2FJMM_post.pdf"
"KYRWCK6XALX32MZI6BN7GYVF2FT57JPP","libtiff / tiff2pdf - 20050315 / d","-","libtiff _ tiff2pdf - 20050315 _ d","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20050315 _ d/KYRWCK6XALX32MZI6BN7GYVF2FT57JPP_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20050315 _ d/KYRWCK6XALX32MZI6BN7GYVF2FT57JPP_post.pdf"
"MMSNF4WV7XLHQFKEQYKHHH7GJPPQJQ7U","Acrobat Distiller 8.1.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/MMSNF4WV7XLHQFKEQYKHHH7GJPPQJQ7U_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/MMSNF4WV7XLHQFKEQYKHHH7GJPPQJQ7U_post.pdf"
"RHPH4OMXIVY3KFVPJQZYY5EH4MEK5YD6","PDFlib+PDI 6.0.2p5 (Win32)","Arbortext 5","PDFlib+PDI 6.0.2p5 (Win32)","PDFlib_PDI","output/by_producer/PDFlib+PDI 6.0.2p5 (Win32)/RHPH4OMXIVY3KFVPJQZYY5EH4MEK5YD6_pre.pdf","output/by_producer/PDFlib+PDI 6.0.2p5 (Win32)/RHPH4OMXIVY3KFVPJQZYY5EH4MEK5YD6_post.pdf"
"5CCWTN5UI7YVM55N2H5CXFYZ44PMKUB4","pdfc Amaranth PDF Compiler","-","pdfc Amaranth PDF Compiler","Unknown","output/by_producer/pdfc Amaranth PDF Compiler/5CCWTN5UI7YVM55N2H5CXFYZ44PMKUB4_pre.pdf","output/by_producer/pdfc Amaranth PDF Compiler/5CCWTN5UI7YVM55N2H5CXFYZ44PMKUB4_post.pdf"
"SPOQ5FUVLA2ZM5ITKZRVFHCP3MGMBPEX","Acrobat Distiller 7.0.5 (Windows)","Acrobat PDFMaker 7.0.7 for Word","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/SPOQ5FUVLA2ZM5ITKZRVFHCP3MGMBPEX_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/SPOQ5FUVLA2ZM5ITKZRVFHCP3MGMBPEX_post.pdf"
"ZZQLCOG5KWQV2VU4YXWFHHZJV6FDFGK5","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ZZQLCOG5KWQV2VU4YXWFHHZJV6FDFGK5_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ZZQLCOG5KWQV2VU4YXWFHHZJV6FDFGK5_post.pdf"
"YNLCJNZRFQJRJIU3YQVQUE3QPGPXKT3V","Acrobat PDFWriter 3.01 for Windows NT","Unknown","Acrobat PDFWriter 3.01 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.01 for Windows NT/YNLCJNZRFQJRJIU3YQVQUE3QPGPXKT3V_pre.pdf","output/by_producer/Acrobat PDFWriter 3.01 for Windows NT/YNLCJNZRFQJRJIU3YQVQUE3QPGPXKT3V_post.pdf"
"FPX7XMI7AP2GAD23QJNSAKAGCRPSZKTD","Acrobat Distiller 9.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/FPX7XMI7AP2GAD23QJNSAKAGCRPSZKTD_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/FPX7XMI7AP2GAD23QJNSAKAGCRPSZKTD_post.pdf"
"CRUX6GOFZIONS7TFHX7MGJWDZ5F636K6","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/CRUX6GOFZIONS7TFHX7MGJWDZ5F636K6_pre.pdf","output/by_producer/Unknown producer/CRUX6GOFZIONS7TFHX7MGJWDZ5F636K6_post.pdf"
"6G5OZCK6EQTZ35IQ7FV4UW64WVMWAW4T","Acrobat Distiller 9.0.0 (Windows)","Acrobat PDFMaker 9.0 for Excel","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/6G5OZCK6EQTZ35IQ7FV4UW64WVMWAW4T_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/6G5OZCK6EQTZ35IQ7FV4UW64WVMWAW4T_post.pdf"
